OriginalName,Precursor,geneID,ensemblID,type,entrezID
ENSG00000085185,,BCORL1,ENSG00000085185,ENS,63035
ENSG00000085224,,ATRX,ENSG00000085224,ENS,546
ENSG00000085231,,AK6,ENSG00000085231,ENS,102157402
ENSG00000085274,,MYNN,ENSG00000085274,ENS,55892
ENSG00000085276,,MECOM,ENSG00000085276,ENS,2122
ENSG00000085365,,SCAMP1,ENSG00000085365,ENS,9522
ENSG00000085377,,PREP,ENSG00000085377,ENS,5550
ENSG00000085382,,HACE1,ENSG00000085382,ENS,57531
ENSG00000085415,,SEH1L,ENSG00000085415,ENS,81929
ENSG00000085433,,WDR47,ENSG00000085433,ENS,22911
ENSG00000085449,,WDFY1,ENSG00000085449,ENS,57590
ENSG00000085465,,OVGP1,ENSG00000085465,ENS,5016
ENSG00000085491,,SLC25A24,ENSG00000085491,ENS,29957
ENSG00000085511,,MAP3K4,ENSG00000085511,ENS,4216
ENSG00000085514,,PILRA,ENSG00000085514,ENS,29992
ENSG00000085552,,IGSF9,ENSG00000085552,ENS,57549
ENSG00000085563,,ABCB1,ENSG00000085563,ENS,5243
ENSG00000085644,,ZNF213,ENSG00000085644,ENS,7760
ENSG00000085662,,AKR1B1,ENSG00000085662,ENS,231
ENSG00000085719,,CPNE3,ENSG00000085719,ENS,8895
ENSG00000085721,,RRN3,ENSG00000085721,ENS,54700
ENSG00000085733,,CTTN,ENSG00000085733,ENS,2017
ENSG00000085760,,MTIF2,ENSG00000085760,ENS,4528
ENSG00000085788,,DDHD2,ENSG00000085788,ENS,23259
ENSG00000085831,,TTC39A,ENSG00000085831,ENS,22996
ENSG00000085832,,EPS15,ENSG00000085832,ENS,2060
ENSG00000085871,,MGST2,ENSG00000085871,ENS,4258
ENSG00000085872,,CHERP,ENSG00000085872,ENS,10523
ENSG00000085978,,ATG16L1,ENSG00000085978,ENS,55054
ENSG00000085982,,USP40,ENSG00000085982,ENS,55230
ENSG00000085998,,POMGNT1,ENSG00000085998,ENS,55624
ENSG00000086015,,MAST2,ENSG00000086015,ENS,23139
ENSG00000086061,,DNAJA1,ENSG00000086061,ENS,3301
ENSG00000086062,,B4GALT1,ENSG00000086062,ENS,2683
ENSG00000086065,,CHMP5,ENSG00000086065,ENS,51510
ENSG00000086102,,NFX1,ENSG00000086102,ENS,4799
ENSG00000086189,,DIMT1,ENSG00000086189,ENS,27292
ENSG00000086200,,IPO11,ENSG00000086200,ENS,51194
ENSG00000086205,,FOLH1,ENSG00000086205,ENS,2346
ENSG00000086232,,EIF2AK1,ENSG00000086232,ENS,27102
ENSG00000086289,,EPDR1,ENSG00000086289,ENS,54749
ENSG00000086300,,SNX10,ENSG00000086300,ENS,29887
ENSG00000086475,,SEPHS1,ENSG00000086475,ENS,22929
ENSG00000086504,,MRPL28,ENSG00000086504,ENS,10573
ENSG00000086544,,ITPKC,ENSG00000086544,ENS,80271
ENSG00000086589,,RBM22,ENSG00000086589,ENS,55696
ENSG00000086598,,TMED2,ENSG00000086598,ENS,10959
ENSG00000086619,,ERO1B,ENSG00000086619,ENS,56605
ENSG00000086666,,ZFAND6,ENSG00000086666,ENS,54469
ENSG00000086712,,TXLNG,ENSG00000086712,ENS,55787
ENSG00000086758,,HUWE1,ENSG00000086758,ENS,10075
ENSG00000086827,,ZW10,ENSG00000086827,ENS,9183
ENSG00000086848,,ALG9,ENSG00000086848,ENS,79796
ENSG00000086991,,NOX4,ENSG00000086991,ENS,50507
ENSG00000087008,,ACOX3,ENSG00000087008,ENS,8310
ENSG00000087053,,MTMR2,ENSG00000087053,ENS,8898
ENSG00000087074,,PPP1R15A,ENSG00000087074,ENS,23645
ENSG00000087076,,HSD17B14,ENSG00000087076,ENS,51171
ENSG00000087077,,TRIP6,ENSG00000087077,ENS,7205
ENSG00000087085,,ACHE,ENSG00000087085,ENS,43
ENSG00000087086,,FTL,ENSG00000087086,ENS,2512
ENSG00000087087,,SRRT,ENSG00000087087,ENS,51593
ENSG00000087088,,BAX,ENSG00000087088,ENS,581
ENSG00000087095,,NLK,ENSG00000087095,ENS,51701
ENSG00000087111,,PIGS,ENSG00000087111,ENS,94005
ENSG00000087116,,ADAMTS2,ENSG00000087116,ENS,9509
ENSG00000087152,,ATXN7L3,ENSG00000087152,ENS,56970
ENSG00000087157,,PGS1,ENSG00000087157,ENS,9489
ENSG00000087191,,PSMC5,ENSG00000087191,ENS,5705
ENSG00000087206,,UIMC1,ENSG00000087206,ENS,51720
ENSG00000087245,,MMP2,ENSG00000087245,ENS,4313
ENSG00000087250,,MT3,ENSG00000087250,ENS,4504
ENSG00000087253,,LPCAT2,ENSG00000087253,ENS,54947
ENSG00000087258,,GNAO1,ENSG00000087258,ENS,2775
ENSG00000087263,,OGFOD1,ENSG00000087263,ENS,55239
ENSG00000087266,,SH3BP2,ENSG00000087266,ENS,6452
ENSG00000087269,,NOP14,ENSG00000087269,ENS,8602
ENSG00000087274,,ADD1,ENSG00000087274,ENS,118
ENSG00000087299,,L2HGDH,ENSG00000087299,ENS,79944
ENSG00000087301,,TXNDC16,ENSG00000087301,ENS,57544
ENSG00000087302,,RTRAF,ENSG00000087302,ENS,51637
ENSG00000087338,,GMCL1,ENSG00000087338,ENS,64395
ENSG00000087365,,SF3B2,ENSG00000087365,ENS,10992
ENSG00000087448,,KLHL42,ENSG00000087448,ENS,57542
ENSG00000087460,,GNAS,ENSG00000087460,ENS,2778
ENSG00000087470,,DNM1L,ENSG00000087470,ENS,10059
ENSG00000087495,,PHACTR3,ENSG00000087495,ENS,116154
ENSG00000087502,,ERGIC2,ENSG00000087502,ENS,51290
ENSG00000087510,,TFAP2C,ENSG00000087510,ENS,7022
ENSG00000087586,,AURKA,ENSG00000087586,ENS,6790
ENSG00000087842,,PIR,ENSG00000087842,ENS,8544
ENSG00000087884,,AAMDC,ENSG00000087884,ENS,28971
ENSG00000087903,,RFX2,ENSG00000087903,ENS,5990
ENSG00000087995,,METTL2A,ENSG00000087995,ENS,339175
ENSG00000088035,,ALG6,ENSG00000088035,ENS,29929
ENSG00000088038,,CNOT3,ENSG00000088038,ENS,4849
ENSG00000088053,,GP6,ENSG00000088053,ENS,51206
ENSG00000088179,,PTPN4,ENSG00000088179,ENS,5775
ENSG00000088205,,DDX18,ENSG00000088205,ENS,8886
ENSG00000088247,,KHSRP,ENSG00000088247,ENS,8570
ENSG00000088256,,GNA11,ENSG00000088256,ENS,2767
ENSG00000088280,,ASAP3,ENSG00000088280,ENS,55616
ENSG00000088298,,EDEM2,ENSG00000088298,ENS,111089941
ENSG00000088305,,DNMT3B,ENSG00000088305,ENS,1789
ENSG00000088340,,FER1L4,ENSG00000088340,ENS,
ENSG00000088356,,PDRG1,ENSG00000088356,ENS,81572
ENSG00000088367,,EPB41L1,ENSG00000088367,ENS,2036
ENSG00000088387,,DOCK9,ENSG00000088387,ENS,23348
ENSG00000088448,,ANKRD10,ENSG00000088448,ENS,55608
ENSG00000088451,,TGDS,ENSG00000088451,ENS,23483
ENSG00000088538,,DOCK3,ENSG00000088538,ENS,1795
ENSG00000088543,,C3orf18,ENSG00000088543,ENS,51161
ENSG00000088682,,COQ9,ENSG00000088682,ENS,57017
ENSG00000088727,,KIF9,ENSG00000088727,ENS,64147
ENSG00000088756,,ARHGAP28,ENSG00000088756,ENS,79822
ENSG00000088766,,CRLS1,ENSG00000088766,ENS,54675
ENSG00000088808,,PPP1R13B,ENSG00000088808,ENS,23368
ENSG00000088812,,ATRN,ENSG00000088812,ENS,8455
ENSG00000088826,,SMOX,ENSG00000088826,ENS,54498
ENSG00000088832,,FKBP1A,ENSG00000088832,ENS,2280
ENSG00000088833,,NSFL1C,ENSG00000088833,ENS,55968
ENSG00000088854,,C20orf194,ENSG00000088854,ENS,25943
ENSG00000088876,,ZNF343,ENSG00000088876,ENS,79175
ENSG00000088881,,EBF4,ENSG00000088881,ENS,57593
ENSG00000088888,,MAVS,ENSG00000088888,ENS,57506
ENSG00000088899,,LZTS3,ENSG00000088899,ENS,9762
ENSG00000088930,,XRN2,ENSG00000088930,ENS,22803
ENSG00000088970,,KIZ,ENSG00000088970,ENS,55857
ENSG00000088986,,DYNLL1,ENSG00000088986,ENS,8655
ENSG00000089006,,SNX5,ENSG00000089006,ENS,27131
ENSG00000089009,,RPL6,ENSG00000089009,ENS,6128
ENSG00000089022,,MAPKAPK5,ENSG00000089022,ENS,8550
ENSG00000089041,,P2RX7,ENSG00000089041,ENS,5027
ENSG00000089048,,ESF1,ENSG00000089048,ENS,51575
ENSG00000089050,,RBBP9,ENSG00000089050,ENS,10741
ENSG00000089053,,ANAPC5,ENSG00000089053,ENS,51433
ENSG00000089057,,SLC23A2,ENSG00000089057,ENS,9962
ENSG00000089060,,SLC8B1,ENSG00000089060,ENS,80024
ENSG00000089063,,TMEM230,ENSG00000089063,ENS,29058
ENSG00000089091,,DZANK1,ENSG00000089091,ENS,55184
ENSG00000089094,,KDM2B,ENSG00000089094,ENS,84678
ENSG00000089101,,CFAP61,ENSG00000089101,ENS,26074
ENSG00000089123,,TASP1,ENSG00000089123,ENS,55617
ENSG00000089154,,GCN1,ENSG00000089154,ENS,10985
ENSG00000089157,,RPLP0,ENSG00000089157,ENS,6175
ENSG00000089159,,PXN,ENSG00000089159,ENS,5829
ENSG00000089163,,SIRT4,ENSG00000089163,ENS,23409
ENSG00000089169,,RPH3A,ENSG00000089169,ENS,22895
ENSG00000089177,,KIF16B,ENSG00000089177,ENS,55614
ENSG00000089195,,TRMT6,ENSG00000089195,ENS,51605
ENSG00000089199,,CHGB,ENSG00000089199,ENS,1114
ENSG00000089220,,PEBP1,ENSG00000089220,ENS,5037
ENSG00000089234,,BRAP,ENSG00000089234,ENS,8315
ENSG00000089248,,ERP29,ENSG00000089248,ENS,10961
ENSG00000089250,,NOS1,ENSG00000089250,ENS,4842
ENSG00000089280,,FUS,ENSG00000089280,ENS,2521
ENSG00000089289,,IGBP1,ENSG00000089289,ENS,3476
ENSG00000089335,,ZNF302,ENSG00000089335,ENS,55900
ENSG00000089351,,GRAMD1A,ENSG00000089351,ENS,57655
ENSG00000089356,,FXYD3,ENSG00000089356,ENS,5349
ENSG00000089472,,HEPH,ENSG00000089472,ENS,9843
ENSG00000089486,,CDIP1,ENSG00000089486,ENS,29965
ENSG00000089505,,CMTM1,ENSG00000089505,ENS,113540
ENSG00000089597,,GANAB,ENSG00000089597,ENS,23193
ENSG00000089682,,RBM41,ENSG00000089682,ENS,55285
ENSG00000089692,,LAG3,ENSG00000089692,ENS,3902
ENSG00000089693,,MLF2,ENSG00000089693,ENS,8079
ENSG00000089723,,OTUB2,ENSG00000089723,ENS,78990
ENSG00000089737,,DDX24,ENSG00000089737,ENS,57062
ENSG00000089775,,ZBTB25,ENSG00000089775,ENS,7597
ENSG00000089818,,NECAP1,ENSG00000089818,ENS,25977
ENSG00000089820,,ARHGAP4,ENSG00000089820,ENS,393
ENSG00000089847,,ANKRD24,ENSG00000089847,ENS,170961
ENSG00000089876,,DHX32,ENSG00000089876,ENS,55760
ENSG00000089902,,RCOR1,ENSG00000089902,ENS,23186
ENSG00000089916,,GPATCH2L,ENSG00000089916,ENS,55668
ENSG00000090006,,LTBP4,ENSG00000090006,ENS,8425
ENSG00000090013,,BLVRB,ENSG00000090013,ENS,645
ENSG00000090020,,SLC9A1,ENSG00000090020,ENS,6548
ENSG00000090054,,SPTLC1,ENSG00000090054,ENS,10558
ENSG00000090060,,PAPOLA,ENSG00000090060,ENS,10914
ENSG00000090061,,CCNK,ENSG00000090061,ENS,8812
ENSG00000090097,,PCBP4,ENSG00000090097,ENS,57060
ENSG00000090104,,RGS1,ENSG00000090104,ENS,5996
ENSG00000090238,,YPEL3,ENSG00000090238,ENS,83719
ENSG00000090263,,MRPS33,ENSG00000090263,ENS,51650
ENSG00000090266,,NDUFB2,ENSG00000090266,ENS,4708
ENSG00000090273,,NUDC,ENSG00000090273,ENS,10726
ENSG00000090316,,MAEA,ENSG00000090316,ENS,10296
ENSG00000090339,,ICAM1,ENSG00000090339,ENS,3383
ENSG00000090372,,STRN4,ENSG00000090372,ENS,29888
ENSG00000090376,,IRAK3,ENSG00000090376,ENS,11213
ENSG00000090432,,MUL1,ENSG00000090432,ENS,79594
ENSG00000090447,,TFAP4,ENSG00000090447,ENS,7023
ENSG00000090470,,PDCD7,ENSG00000090470,ENS,10081
ENSG00000090487,,SPG21,ENSG00000090487,ENS,51324
ENSG00000090520,,DNAJB11,ENSG00000090520,ENS,51726
ENSG00000090530,,P3H2,ENSG00000090530,ENS,55214
ENSG00000090539,,CHRD,ENSG00000090539,ENS,8646
ENSG00000090565,,RAB11FIP3,ENSG00000090565,ENS,9727
ENSG00000090581,,GNPTG,ENSG00000090581,ENS,84572
ENSG00000090612,,ZNF268,ENSG00000090612,ENS,10795
ENSG00000090615,,GOLGA3,ENSG00000090615,ENS,2802
ENSG00000090621,,PABPC4,ENSG00000090621,ENS,8761
ENSG00000090661,,CERS4,ENSG00000090661,ENS,79603
ENSG00000090674,,MCOLN1,ENSG00000090674,ENS,57192
ENSG00000090686,,USP48,ENSG00000090686,ENS,84196
ENSG00000090776,,EFNB1,ENSG00000090776,ENS,1947
ENSG00000090857,,PDPR,ENSG00000090857,ENS,55066
ENSG00000090861,,AARS,ENSG00000090861,ENS,16
ENSG00000090863,,GLG1,ENSG00000090863,ENS,2734
ENSG00000090905,,TNRC6A,ENSG00000090905,ENS,27327
ENSG00000090924,,PLEKHG2,ENSG00000090924,ENS,64857
ENSG00000090971,,NAT14,ENSG00000090971,ENS,57106
ENSG00000090975,,PITPNM2,ENSG00000090975,ENS,57605
ENSG00000090989,,EXOC1,ENSG00000090989,ENS,55763
ENSG00000091009,,RBM27,ENSG00000091009,ENS,54439
ENSG00000091039,,OSBPL8,ENSG00000091039,ENS,114882
ENSG00000091073,,DTX2,ENSG00000091073,ENS,113878
ENSG00000091127,,PUS7,ENSG00000091127,ENS,54517
ENSG00000091129,,NRCAM,ENSG00000091129,ENS,4897
ENSG00000091136,,LAMB1,ENSG00000091136,ENS,3912
ENSG00000091140,,DLD,ENSG00000091140,ENS,1738
ENSG00000091157,,WDR7,ENSG00000091157,ENS,23335
ENSG00000091164,,TXNL1,ENSG00000091164,ENS,9352
ENSG00000091317,,CMTM6,ENSG00000091317,ENS,54918
ENSG00000091409,,ITGA6,ENSG00000091409,ENS,3655
ENSG00000091428,,RAPGEF4,ENSG00000091428,ENS,11069
ENSG00000091436,,MAP3K20,ENSG00000091436,ENS,51776
ENSG00000091483,,FH,ENSG00000091483,ENS,2271
ENSG00000091490,,SEL1L3,ENSG00000091490,ENS,23231
ENSG00000091513,,TF,ENSG00000091513,ENS,7018
ENSG00000091527,,CDV3,ENSG00000091527,ENS,55573
ENSG00000091536,,MYO15A,ENSG00000091536,ENS,51168
ENSG00000091542,,ALKBH5,ENSG00000091542,ENS,54890
ENSG00000091592,,NLRP1,ENSG00000091592,ENS,728392
ENSG00000091622,,PITPNM3,ENSG00000091622,ENS,83394
ENSG00000091640,,SPAG7,ENSG00000091640,ENS,9552
ENSG00000091656,,ZFHX4,ENSG00000091656,ENS,79776
ENSG00000091664,,SLC17A6,ENSG00000091664,ENS,57084
ENSG00000091732,,ZC3HC1,ENSG00000091732,ENS,51530
ENSG00000091831,,ESR1,ENSG00000091831,ENS,2099
ENSG00000091844,,RGS17,ENSG00000091844,ENS,26575
ENSG00000091947,,TMEM101,ENSG00000091947,ENS,84336
ENSG00000091972,,CD200,ENSG00000091972,ENS,4345
ENSG00000091986,,CCDC80,ENSG00000091986,ENS,151887
ENSG00000092010,,PSME1,ENSG00000092010,ENS,5720
ENSG00000092020,,PPP2R3C,ENSG00000092020,ENS,55012
ENSG00000092036,,HAUS4,ENSG00000092036,ENS,54930
ENSG00000092051,,JPH4,ENSG00000092051,ENS,84502
ENSG00000092068,,SLC7A8,ENSG00000092068,ENS,23428
ENSG00000092094,,OSGEP,ENSG00000092094,ENS,55644
ENSG00000092096,,SLC22A17,ENSG00000092096,ENS,51310
ENSG00000092098,,RNF31,ENSG00000092098,ENS,55072
ENSG00000092108,,SCFD1,ENSG00000092108,ENS,23256
ENSG00000092140,,G2E3,ENSG00000092140,ENS,55632
ENSG00000092148,,HECTD1,ENSG00000092148,ENS,25831
ENSG00000092199,,HNRNPC,ENSG00000092199,ENS,3183
ENSG00000092200,,RPGRIP1,ENSG00000092200,ENS,57096
ENSG00000092201,,SUPT16H,ENSG00000092201,ENS,11198
ENSG00000092203,,TOX4,ENSG00000092203,ENS,9878
ENSG00000092208,,GEMIN2,ENSG00000092208,ENS,8487
ENSG00000092295,,TGM1,ENSG00000092295,ENS,7051
ENSG00000092330,,TINF2,ENSG00000092330,ENS,26277
ENSG00000092421,,SEMA6A,ENSG00000092421,ENS,57556
ENSG00000092439,,TRPM7,ENSG00000092439,ENS,54822
ENSG00000092445,,TYRO3,ENSG00000092445,ENS,7301
ENSG00000092470,,WDR76,ENSG00000092470,ENS,79968
ENSG00000092529,,CAPN3,ENSG00000092529,ENS,825
ENSG00000092531,,SNAP23,ENSG00000092531,ENS,8773
ENSG00000092621,,PHGDH,ENSG00000092621,ENS,26227
ENSG00000092758,,COL9A3,ENSG00000092758,ENS,1299
ENSG00000092820,,EZR,ENSG00000092820,ENS,7430
ENSG00000092841,,MYL6,ENSG00000092841,ENS,4637
ENSG00000092847,,AGO1,ENSG00000092847,ENS,26523
ENSG00000092853,,CLSPN,ENSG00000092853,ENS,63967
ENSG00000092871,,RFFL,ENSG00000092871,ENS,117584
ENSG00000092929,,UNC13D,ENSG00000092929,ENS,201294
ENSG00000092931,,MFSD11,ENSG00000092931,ENS,79157
ENSG00000092964,,DPYSL2,ENSG00000092964,ENS,1808
ENSG00000092969,,TGFB2,ENSG00000092969,ENS,7042
ENSG00000092978,,GPATCH2,ENSG00000092978,ENS,55105
ENSG00000093000,,NUP50,ENSG00000093000,ENS,10762
ENSG00000093010,,COMT,ENSG00000093010,ENS,1312
ENSG00000093072,,ADA2,ENSG00000093072,ENS,51816
ENSG00000093144,,ECHDC1,ENSG00000093144,ENS,55862
ENSG00000093167,,LRRFIP2,ENSG00000093167,ENS,9209
ENSG00000093183,,SEC22C,ENSG00000093183,ENS,9117
ENSG00000093217,,XYLB,ENSG00000093217,ENS,9942
ENSG00000094631,,HDAC6,ENSG00000094631,ENS,10013
ENSG00000094841,,UPRT,ENSG00000094841,ENS,139596
ENSG00000094880,,CDC23,ENSG00000094880,ENS,8697
ENSG00000094914,,AAAS,ENSG00000094914,ENS,8086
ENSG00000094916,,CBX5,ENSG00000094916,ENS,23468
ENSG00000094963,,FMO2,ENSG00000094963,ENS,2327
ENSG00000094975,,SUCO,ENSG00000094975,ENS,51430
ENSG00000095002,,MSH2,ENSG00000095002,ENS,4436
ENSG00000095015,,MAP3K1,ENSG00000095015,ENS,4214
ENSG00000095059,,DHPS,ENSG00000095059,ENS,1725
ENSG00000095066,,HOOK2,ENSG00000095066,ENS,29911
ENSG00000095139,,ARCN1,ENSG00000095139,ENS,372
ENSG00000095203,,EPB41L4B,ENSG00000095203,ENS,54566
ENSG00000095209,,TMEM38B,ENSG00000095209,ENS,55151
ENSG00000095261,,PSMD5,ENSG00000095261,ENS,5711
ENSG00000095303,,PTGS1,ENSG00000095303,ENS,5742
ENSG00000095319,,NUP188,ENSG00000095319,ENS,23511
ENSG00000095321,,CRAT,ENSG00000095321,ENS,1384
ENSG00000095370,,SH2D3C,ENSG00000095370,ENS,10044
ENSG00000095380,,NANS,ENSG00000095380,ENS,54187
ENSG00000095383,,TBC1D2,ENSG00000095383,ENS,55357
ENSG00000095397,,WHRN,ENSG00000095397,ENS,25861
ENSG00000095464,,PDE6C,ENSG00000095464,ENS,5146
ENSG00000095485,,CWF19L1,ENSG00000095485,ENS,55280
ENSG00000095539,,SEMA4G,ENSG00000095539,ENS,57715
ENSG00000095564,,BTAF1,ENSG00000095564,ENS,9044
ENSG00000095574,,IKZF5,ENSG00000095574,ENS,64376
ENSG00000095596,,CYP26A1,ENSG00000095596,ENS,1592
ENSG00000095637,,SORBS1,ENSG00000095637,ENS,10580
ENSG00000095713,,CRTAC1,ENSG00000095713,ENS,55118
ENSG00000095739,,BAMBI,ENSG00000095739,ENS,25805
ENSG00000095777,,MYO3A,ENSG00000095777,ENS,53904
ENSG00000095787,,WAC,ENSG00000095787,ENS,51322
ENSG00000095794,,CREM,ENSG00000095794,ENS,1390
ENSG00000095906,,NUBP2,ENSG00000095906,ENS,10101
ENSG00000095932,,SMIM24,ENSG00000095932,ENS,284422
ENSG00000095951,,HIVEP1,ENSG00000095951,ENS,3096
ENSG00000096060,,FKBP5,ENSG00000096060,ENS,2289
ENSG00000096063,,SRPK1,ENSG00000096063,ENS,6732
ENSG00000096070,,BRPF3,ENSG00000096070,ENS,27154
ENSG00000096080,,MRPS18A,ENSG00000096080,ENS,55168
ENSG00000096092,,TMEM14A,ENSG00000096092,ENS,28978
ENSG00000096093,,EFHC1,ENSG00000096093,ENS,114327
ENSG00000096384,,HSP90AB1,ENSG00000096384,ENS,3326
ENSG00000096401,,CDC5L,ENSG00000096401,ENS,988
ENSG00000096433,,ITPR3,ENSG00000096433,ENS,3710
ENSG00000096654,,ZNF184,ENSG00000096654,ENS,7738
ENSG00000096696,,DSP,ENSG00000096696,ENS,1832
ENSG00000096717,,SIRT1,ENSG00000096717,ENS,23411
ENSG00000096746,,HNRNPH3,ENSG00000096746,ENS,3189
ENSG00000096872,,IFT74,ENSG00000096872,ENS,80173
ENSG00000096968,,JAK2,ENSG00000096968,ENS,3717
ENSG00000097007,,ABL1,ENSG00000097007,ENS,25
ENSG00000097021,,ACOT7,ENSG00000097021,ENS,11332
ENSG00000097033,,SH3GLB1,ENSG00000097033,ENS,51100
ENSG00000097046,,CDC7,ENSG00000097046,ENS,8317
ENSG00000097096,,SYDE2,ENSG00000097096,ENS,84144
ENSG00000099139,,PCSK5,ENSG00000099139,ENS,5125
ENSG00000099194,,SCD,ENSG00000099194,ENS,6319
ENSG00000099203,,TMED1,ENSG00000099203,ENS,11018
ENSG00000099204,,ABLIM1,ENSG00000099204,ENS,3983
ENSG00000099219,,ERMP1,ENSG00000099219,ENS,79956
ENSG00000099246,,RAB18,ENSG00000099246,ENS,22931
ENSG00000099250,,NRP1,ENSG00000099250,ENS,8829
ENSG00000099251,,HSD17B7P2,ENSG00000099251,ENS,158160
ENSG00000099256,,PRTFDC1,ENSG00000099256,ENS,56952
ENSG00000099260,,PALMD,ENSG00000099260,ENS,54873
ENSG00000099282,,TSPAN15,ENSG00000099282,ENS,23555
ENSG00000099284,,H2AFY2,ENSG00000099284,ENS,55506
ENSG00000099290,,WASHC2A,ENSG00000099290,ENS,387680
ENSG00000099308,,MAST3,ENSG00000099308,ENS,23031
ENSG00000099326,,MZF1,ENSG00000099326,ENS,7593
ENSG00000099330,,OCEL1,ENSG00000099330,ENS,79629
ENSG00000099331,,MYO9B,ENSG00000099331,ENS,4650
ENSG00000099338,,CATSPERG,ENSG00000099338,ENS,57828
ENSG00000099341,,PSMD8,ENSG00000099341,ENS,5714
ENSG00000099364,,FBXL19,ENSG00000099364,ENS,54620
ENSG00000099365,,STX1B,ENSG00000099365,ENS,112755
ENSG00000099377,,HSD3B7,ENSG00000099377,ENS,80270
ENSG00000099381,,SETD1A,ENSG00000099381,ENS,9739
ENSG00000099385,,BCL7C,ENSG00000099385,ENS,9274
ENSG00000099622,,CIRBP,ENSG00000099622,ENS,1153
ENSG00000099624,,ATP5F1D,ENSG00000099624,ENS,513
ENSG00000099625,,CBARP,ENSG00000099625,ENS,255057
ENSG00000099783,,HNRNPM,ENSG00000099783,ENS,4670
ENSG00000099785,,MARCH2,ENSG00000099785,ENS,51257
ENSG00000099795,,NDUFB7,ENSG00000099795,ENS,4713
ENSG00000099797,,TECR,ENSG00000099797,ENS,9524
ENSG00000099800,,TIMM13,ENSG00000099800,ENS,26517
ENSG00000099804,,CDC34,ENSG00000099804,ENS,997
ENSG00000099810,,MTAP,ENSG00000099810,ENS,4507
ENSG00000099814,,CEP170B,ENSG00000099814,ENS,283638
ENSG00000099817,,POLR2E,ENSG00000099817,ENS,5434
ENSG00000099821,,POLRMT,ENSG00000099821,ENS,5442
ENSG00000099822,,HCN2,ENSG00000099822,ENS,610
ENSG00000099840,,IZUMO4,ENSG00000099840,ENS,113177
ENSG00000099849,,RASSF7,ENSG00000099849,ENS,8045
ENSG00000099860,,GADD45B,ENSG00000099860,ENS,4616
ENSG00000099864,,PALM,ENSG00000099864,ENS,5064
ENSG00000099866,,MADCAM1,ENSG00000099866,ENS,8174
ENSG00000099875,,MKNK2,ENSG00000099875,ENS,2872
ENSG00000099889,,ARVCF,ENSG00000099889,ENS,421
ENSG00000099899,,TRMT2A,ENSG00000099899,ENS,27037
ENSG00000099901,,RANBP1,ENSG00000099901,ENS,5902
ENSG00000099904,,ZDHHC8,ENSG00000099904,ENS,29801
ENSG00000099910,,KLHL22,ENSG00000099910,ENS,84861
ENSG00000099917,,MED15,ENSG00000099917,ENS,51586
ENSG00000099940,,SNAP29,ENSG00000099940,ENS,9342
ENSG00000099942,,CRKL,ENSG00000099942,ENS,1399
ENSG00000099949,,LZTR1,ENSG00000099949,ENS,8216
ENSG00000099954,,CECR2,ENSG00000099954,ENS,27443
ENSG00000099956,,SMARCB1,ENSG00000099956,ENS,6598
ENSG00000099957,,P2RX6,ENSG00000099957,ENS,9127
ENSG00000099968,,BCL2L13,ENSG00000099968,ENS,23786
ENSG00000099977,,DDT,ENSG00000099977,ENS,100037417
ENSG00000099991,,CABIN1,ENSG00000099991,ENS,23523
ENSG00000099992,,TBC1D10A,ENSG00000099992,ENS,83874
ENSG00000099995,,SF3A1,ENSG00000099995,ENS,10291
ENSG00000099999,,RNF215,ENSG00000099999,ENS,200312
ENSG00000100003,,SEC14L2,ENSG00000100003,ENS,23541
ENSG00000100012,,SEC14L3,ENSG00000100012,ENS,266629
ENSG00000100014,,SPECC1L,ENSG00000100014,ENS,23384
ENSG00000100023,,PPIL2,ENSG00000100023,ENS,23759
ENSG00000100024,,UPB1,ENSG00000100024,ENS,51733
ENSG00000100027,,YPEL1,ENSG00000100027,ENS,29799
ENSG00000100028,,SNRPD3,ENSG00000100028,ENS,6634
ENSG00000100029,,PES1,ENSG00000100029,ENS,23481
ENSG00000100030,,MAPK1,ENSG00000100030,ENS,5594
ENSG00000100031,,GGT1,ENSG00000100031,ENS,2678
ENSG00000100034,,PPM1F,ENSG00000100034,ENS,9647
ENSG00000100036,,SLC35E4,ENSG00000100036,ENS,339665
ENSG00000100038,,TOP3B,ENSG00000100038,ENS,8940
ENSG00000100056,,ESS2,ENSG00000100056,ENS,8220
ENSG00000100058,,CRYBB2P1,ENSG00000100058,ENS,1416
ENSG00000100068,,LRP5L,ENSG00000100068,ENS,91355
ENSG00000100075,,SLC25A1,ENSG00000100075,ENS,6576
ENSG00000100077,,GRK3,ENSG00000100077,ENS,157
ENSG00000100083,,GGA1,ENSG00000100083,ENS,26088
ENSG00000100084,,HIRA,ENSG00000100084,ENS,7290
ENSG00000100092,,SH3BP1,ENSG00000100092,ENS,23616
ENSG00000100095,,SEZ6L,ENSG00000100095,ENS,23544
ENSG00000100097,,LGALS1,ENSG00000100097,ENS,3956
ENSG00000100099,,HPS4,ENSG00000100099,ENS,89781
ENSG00000100100,,PIK3IP1,ENSG00000100100,ENS,113791
ENSG00000100104,,SRRD,ENSG00000100104,ENS,402055
ENSG00000100105,,PATZ1,ENSG00000100105,ENS,23598
ENSG00000100106,,TRIOBP,ENSG00000100106,ENS,11078
ENSG00000100109,,TFIP11,ENSG00000100109,ENS,24144
ENSG00000100116,,GCAT,ENSG00000100116,ENS,23464
